n_bin,bin,bin_from,bin_to,bin_size,variable,tmp_avg,tmp_djf,tmp_jja
619,"(11.03,11.05]",11.03,11.05,0.025,tmp,0,0,1.1855364552459988e-4
620,"(11.05,11.07]",11.05,11.07,0.025,tmp,0,0,1.1855364552459988e-4
621,"(11.07,11.1]",11.07,11.1,0.025,tmp,0,0,1.7244166621759982e-4
622,"(11.1,11.12]",11.1,11.12,0.025,tmp,0,0,9.69984372473999e-5
623,"(11.12,11.15]",11.12,11.15,0.025,tmp,0,0,2.155520827719998e-4
624,"(11.15,11.18]",11.15,11.18,0.025,tmp,0,0,1.6166406207899985e-4
625,"(11.18,11.2]",11.18,11.2,0.025,tmp,0,0,1.1855364552459988e-4
626,"(11.2,11.23]",11.2,11.23,0.025,tmp,0,0,1.5088645794039985e-4
627,"(11.23,11.25]",11.23,11.25,0.025,tmp,0,0,7.544322897019993e-5
628,"(11.25,11.28]",11.25,11.28,0.025,tmp,0,0,1.077760413859999e-4
629,"(11.28,11.3]",11.28,11.3,0.025,tmp,0,0,1.5088645794039985e-4
630,"(11.3,11.32]",11.3,11.32,0.025,tmp,0,0,6.466562483159993e-5
631,"(11.32,11.35]",11.32,11.35,0.025,tmp,0,0,1.2933124966319986e-4
632,"(11.35,11.38]",11.35,11.38,0.025,tmp,0,0,2.1555208277199977e-5
633,"(11.38,11.4]",11.38,11.4,0.025,tmp,0,0,5.388802069299995e-5
634,"(11.4,11.43]",11.4,11.43,0.025,tmp,0,0,7.544322897019993e-5
635,"(11.43,11.45]",11.43,11.45,0.025,tmp,0,0,1.2933124966319986e-4
636,"(11.45,11.48]",11.45,11.48,0.025,tmp,0,0,3.2332812415799966e-5
637,"(11.48,11.5]",11.48,11.5,0.025,tmp,0,0,3.2332812415799966e-5
638,"(11.5,11.53]",11.5,11.53,0.025,tmp,0,0,4.3110416554399954e-5
639,"(11.53,11.55]",11.53,11.55,0.025,tmp,0,0,3.2332812415799966e-5
640,"(11.55,11.57]",11.55,11.57,0.025,tmp,0,0,3.2332812415799966e-5
641,"(11.57,11.6]",11.57,11.6,0.025,tmp,0,0,6.466562483159993e-5
642,"(11.6,11.62]",11.6,11.62,0.025,tmp,0,0,5.388802069299995e-5
643,"(11.62,11.65]",11.62,11.65,0.025,tmp,0,0,6.466562483159993e-5
644,"(11.68,11.7]",11.68,11.7,0.025,tmp,0,0,3.2332812415799966e-5
645,"(11.7,11.73]",11.7,11.73,0.025,tmp,0,0,7.544322897019993e-5
646,"(11.73,11.75]",11.73,11.75,0.025,tmp,0,0,3.2332812415799966e-5
647,"(11.75,11.78]",11.75,11.78,0.025,tmp,0,0,2.1555208277199977e-5
648,"(11.78,11.8]",11.78,11.8,0.025,tmp,0,0,3.2332812415799966e-5
649,"(11.8,11.82]",11.8,11.82,0.025,tmp,0,0,3.2332812415799966e-5
650,"(11.82,11.85]",11.82,11.85,0.025,tmp,0,0,3.2332812415799966e-5
651,"(11.85,11.88]",11.85,11.88,0.025,tmp,0,0,3.2332812415799966e-5
652,"(11.88,11.9]",11.88,11.9,0.025,tmp,0,0,8.622083310879991e-5
653,"(11.9,11.93]",11.9,11.93,0.025,tmp,0,0,1.0777604138599989e-5
654,"(11.93,11.95]",11.93,11.95,0.025,tmp,0,0,3.2332812415799966e-5
655,"(11.95,11.98]",11.95,11.98,0.025,tmp,0,0,3.2332812415799966e-5
656,"(11.98,12]",11.98,12,0.025,tmp,0,0,5.388802069299995e-5
657,"(12,12.03]",12,12.03,0.025,tmp,0,0,3.2332812415799966e-5
658,"(12.03,12.05]",12.03,12.05,0.025,tmp,0,0,3.2332812415799966e-5
659,"(12.05,12.07]",12.05,12.07,0.025,tmp,0,0,9.69984372473999e-5
660,"(12.1,12.12]",12.1,12.12,0.025,tmp,0,0,5.388802069299995e-5
661,"(12.12,12.15]",12.12,12.15,0.025,tmp,0,0,7.544322897019993e-5
662,"(12.15,12.18]",12.15,12.18,0.025,tmp,0,0,4.3110416554399954e-5
663,"(12.18,12.2]",12.18,12.2,0.025,tmp,0,0,3.2332812415799966e-5
664,"(12.2,12.23]",12.2,12.23,0.025,tmp,0,0,4.3110416554399954e-5
665,"(12.23,12.25]",12.23,12.25,0.025,tmp,0,0,3.2332812415799966e-5
666,"(12.25,12.28]",12.25,12.28,0.025,tmp,0,0,5.388802069299995e-5
667,"(12.28,12.3]",12.28,12.3,0.025,tmp,0,0,2.1555208277199977e-5
668,"(12.3,12.32]",12.3,12.32,0.025,tmp,0,0,4.3110416554399954e-5
669,"(12.32,12.35]",12.32,12.35,0.025,tmp,0,0,3.2332812415799966e-5
670,"(12.35,12.38]",12.35,12.38,0.025,tmp,0,0,2.1555208277199977e-5
671,"(12.38,12.4]",12.38,12.4,0.025,tmp,0,0,3.2332812415799966e-5
672,"(12.4,12.43]",12.4,12.43,0.025,tmp,0,0,2.1555208277199977e-5
673,"(12.43,12.45]",12.43,12.45,0.025,tmp,0,0,1.0777604138599989e-5
674,"(12.45,12.48]",12.45,12.48,0.025,tmp,0,0,4.3110416554399954e-5
675,"(12.48,12.5]",12.48,12.5,0.025,tmp,0,0,4.3110416554399954e-5
676,"(12.5,12.53]",12.5,12.53,0.025,tmp,0,0,6.466562483159993e-5
677,"(12.53,12.55]",12.53,12.55,0.025,tmp,0,0,2.1555208277199977e-5
678,"(12.55,12.57]",12.55,12.57,0.025,tmp,0,0,3.2332812415799966e-5
679,"(12.57,12.6]",12.57,12.6,0.025,tmp,0,0,5.388802069299995e-5
680,"(12.6,12.62]",12.6,12.62,0.025,tmp,0,0,4.3110416554399954e-5
681,"(12.62,12.65]",12.62,12.65,0.025,tmp,0,0,2.1555208277199977e-5
682,"(12.65,12.68]",12.65,12.68,0.025,tmp,0,0,1.0777604138599989e-5
683,"(12.68,12.7]",12.68,12.7,0.025,tmp,0,0,1.0777604138599989e-5
684,"(12.7,12.73]",12.7,12.73,0.025,tmp,0,0,2.1555208277199977e-5
685,"(12.73,12.75]",12.73,12.75,0.025,tmp,0,0,2.1555208277199977e-5
686,"(12.75,12.78]",12.75,12.78,0.025,tmp,0,0,2.1555208277199977e-5
687,"(12.78,12.8]",12.78,12.8,0.025,tmp,0,0,2.1555208277199977e-5
688,"(12.8,12.82]",12.8,12.82,0.025,tmp,0,0,3.2332812415799966e-5
689,"(12.82,12.85]",12.82,12.85,0.025,tmp,0,0,4.3110416554399954e-5
690,"(12.85,12.88]",12.85,12.88,0.025,tmp,0,0,1.0777604138599989e-5
691,"(12.9,12.93]",12.9,12.93,0.025,tmp,0,0,2.1555208277199977e-5
692,"(12.93,12.95]",12.93,12.95,0.025,tmp,0,0,1.0777604138599989e-5
693,"(12.98,13]",12.98,13,0.025,tmp,0,0,1.0777604138599989e-5
694,"(13.03,13.05]",13.03,13.05,0.025,tmp,0,0,2.1555208277199977e-5
695,"(13.05,13.07]",13.05,13.07,0.025,tmp,0,0,1.0777604138599989e-5
696,"(13.1,13.12]",13.1,13.12,0.025,tmp,0,0,1.0777604138599989e-5
