n_bin,bin,bin_from,bin_to,bin_size,variable,ppt_djf,ppt_jja,variable_metric,metric
7614,"(838.5,838.525]",838.5,838.525,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7615,"(838.575,838.6]",838.575,838.6,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
7616,"(838.675,838.7]",838.675,838.7,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
7617,"(838.775,838.8]",838.775,838.8,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7618,"(838.875,838.9]",838.875,838.9,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7619,"(838.975,839]",838.975,839,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7620,"(839,839.025]",839,839.025,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7621,"(839.075,839.1]",839.075,839.1,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7622,"(839.1,839.125]",839.1,839.125,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
7623,"(839.175,839.2]",839.175,839.2,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7624,"(839.275,839.3]",839.275,839.3,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7625,"(839.375,839.4]",839.375,839.4,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7626,"(839.475,839.5]",839.475,839.5,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7627,"(839.5,839.525]",839.5,839.525,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7628,"(839.575,839.6]",839.575,839.6,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7629,"(839.6,839.625]",839.6,839.625,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7630,"(839.675,839.7]",839.675,839.7,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
7631,"(839.775,839.8]",839.775,839.8,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7632,"(839.875,839.9]",839.875,839.9,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7633,"(840.1,840.125]",840.1,840.125,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7634,"(840.175,840.2]",840.175,840.2,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7635,"(840.275,840.3]",840.275,840.3,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
7636,"(840.375,840.4]",840.375,840.4,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
7637,"(840.475,840.5]",840.475,840.5,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
7638,"(840.5,840.525]",840.5,840.525,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7639,"(840.575,840.6]",840.575,840.6,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
7640,"(840.675,840.7]",840.675,840.7,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
7641,"(840.775,840.8]",840.775,840.8,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7642,"(840.875,840.9]",840.875,840.9,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
7643,"(840.975,841]",840.975,841,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7644,"(841,841.025]",841,841.025,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7645,"(841.075,841.1]",841.075,841.1,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7646,"(841.175,841.2]",841.175,841.2,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
7647,"(841.275,841.3]",841.275,841.3,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
7648,"(841.375,841.4]",841.375,841.4,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
7649,"(841.475,841.5]",841.475,841.5,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7650,"(841.5,841.525]",841.5,841.525,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7651,"(841.675,841.7]",841.675,841.7,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7652,"(841.775,841.8]",841.775,841.8,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7653,"(841.875,841.9]",841.875,841.9,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7654,"(841.975,842]",841.975,842,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7655,"(842.075,842.1]",842.075,842.1,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
7656,"(842.1,842.125]",842.1,842.125,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7657,"(842.175,842.2]",842.175,842.2,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
7658,"(842.275,842.3]",842.275,842.3,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7659,"(842.375,842.4]",842.375,842.4,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7660,"(842.475,842.5]",842.475,842.5,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7661,"(842.575,842.6]",842.575,842.6,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
7662,"(842.675,842.7]",842.675,842.7,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7663,"(842.775,842.8]",842.775,842.8,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
7664,"(842.875,842.9]",842.875,842.9,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
7665,"(842.975,843]",842.975,843,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7666,"(843.075,843.1]",843.075,843.1,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7667,"(843.1,843.125]",843.1,843.125,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7668,"(843.175,843.2]",843.175,843.2,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
7669,"(843.275,843.3]",843.275,843.3,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7670,"(843.375,843.4]",843.375,843.4,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
7671,"(843.475,843.5]",843.475,843.5,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7672,"(843.5,843.525]",843.5,843.525,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7673,"(843.575,843.6]",843.575,843.6,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7674,"(843.6,843.625]",843.6,843.625,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7675,"(843.675,843.7]",843.675,843.7,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
7676,"(843.775,843.8]",843.775,843.8,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7677,"(843.875,843.9]",843.875,843.9,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7678,"(843.975,844]",843.975,844,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7679,"(844.075,844.1]",844.075,844.1,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7680,"(844.175,844.2]",844.175,844.2,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7681,"(844.275,844.3]",844.275,844.3,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7682,"(844.375,844.4]",844.375,844.4,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7683,"(844.475,844.5]",844.475,844.5,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
7684,"(844.575,844.6]",844.575,844.6,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7685,"(844.6,844.625]",844.6,844.625,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7686,"(844.675,844.7]",844.675,844.7,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7687,"(844.775,844.8]",844.775,844.8,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
7688,"(844.875,844.9]",844.875,844.9,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
7689,"(844.975,845]",844.975,845,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7690,"(845,845.025]",845,845.025,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7691,"(845.075,845.1]",845.075,845.1,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7692,"(845.175,845.2]",845.175,845.2,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7693,"(845.275,845.3]",845.275,845.3,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
7694,"(845.375,845.4]",845.375,845.4,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7695,"(845.475,845.5]",845.475,845.5,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7696,"(845.575,845.6]",845.575,845.6,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7697,"(845.675,845.7]",845.675,845.7,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
7698,"(845.775,845.8]",845.775,845.8,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7699,"(845.875,845.9]",845.875,845.9,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7700,"(845.975,846]",845.975,846,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
7701,"(846.275,846.3]",846.275,846.3,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7702,"(846.475,846.5]",846.475,846.5,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7703,"(846.6,846.625]",846.6,846.625,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7704,"(846.675,846.7]",846.675,846.7,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7705,"(846.775,846.8]",846.775,846.8,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
7706,"(846.875,846.9]",846.875,846.9,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7707,"(846.975,847]",846.975,847,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7708,"(847.075,847.1]",847.075,847.1,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7709,"(847.1,847.125]",847.1,847.125,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7710,"(847.175,847.2]",847.175,847.2,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
7711,"(847.275,847.3]",847.275,847.3,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
7712,"(847.375,847.4]",847.375,847.4,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7713,"(847.475,847.5]",847.475,847.5,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7714,"(847.575,847.6]",847.575,847.6,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
7715,"(847.6,847.625]",847.6,847.625,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7716,"(847.675,847.7]",847.675,847.7,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
7717,"(847.775,847.8]",847.775,847.8,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7718,"(847.875,847.9]",847.875,847.9,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7719,"(847.975,848]",847.975,848,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7720,"(848,848.025]",848,848.025,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7721,"(848.075,848.1]",848.075,848.1,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7722,"(848.1,848.125]",848.1,848.125,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7723,"(848.175,848.2]",848.175,848.2,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7724,"(848.275,848.3]",848.275,848.3,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7725,"(848.375,848.4]",848.375,848.4,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
7726,"(848.575,848.6]",848.575,848.6,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
7727,"(848.675,848.7]",848.675,848.7,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
7728,"(848.775,848.8]",848.775,848.8,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
7729,"(848.875,848.9]",848.875,848.9,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7730,"(848.975,849]",848.975,849,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
7731,"(849,849.025]",849,849.025,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7732,"(849.075,849.1]",849.075,849.1,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7733,"(849.1,849.125]",849.1,849.125,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7734,"(849.175,849.2]",849.175,849.2,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7735,"(849.275,849.3]",849.275,849.3,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
7736,"(849.375,849.4]",849.375,849.4,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
7737,"(849.475,849.5]",849.475,849.5,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
7738,"(849.5,849.525]",849.5,849.525,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7739,"(849.575,849.6]",849.575,849.6,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7740,"(849.675,849.7]",849.675,849.7,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7741,"(849.775,849.8]",849.775,849.8,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7742,"(849.875,849.9]",849.875,849.9,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7743,"(849.975,850]",849.975,850,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7744,"(850.175,850.2]",850.175,850.2,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7745,"(850.275,850.3]",850.275,850.3,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
7746,"(850.375,850.4]",850.375,850.4,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
7747,"(850.475,850.5]",850.475,850.5,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7748,"(850.5,850.525]",850.5,850.525,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7749,"(850.575,850.6]",850.575,850.6,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
7750,"(850.675,850.7]",850.675,850.7,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7751,"(850.775,850.8]",850.775,850.8,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7752,"(850.875,850.9]",850.875,850.9,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7753,"(850.975,851]",850.975,851,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
7754,"(851.075,851.1]",851.075,851.1,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7755,"(851.175,851.2]",851.175,851.2,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7756,"(851.275,851.3]",851.275,851.3,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
7757,"(851.375,851.4]",851.375,851.4,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7758,"(851.475,851.5]",851.475,851.5,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7759,"(851.575,851.6]",851.575,851.6,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7760,"(851.6,851.625]",851.6,851.625,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7761,"(851.675,851.7]",851.675,851.7,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
7762,"(851.775,851.8]",851.775,851.8,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7763,"(851.875,851.9]",851.875,851.9,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
7764,"(851.975,852]",851.975,852,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7765,"(852.075,852.1]",852.075,852.1,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7766,"(852.1,852.125]",852.1,852.125,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7767,"(852.175,852.2]",852.175,852.2,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7768,"(852.275,852.3]",852.275,852.3,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
7769,"(852.375,852.4]",852.375,852.4,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
7770,"(852.475,852.5]",852.475,852.5,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7771,"(852.6,852.625]",852.6,852.625,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7772,"(852.775,852.8]",852.775,852.8,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
7773,"(852.875,852.9]",852.875,852.9,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
7774,"(852.975,853]",852.975,853,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7775,"(853,853.025]",853,853.025,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7776,"(853.075,853.1]",853.075,853.1,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
7777,"(853.1,853.125]",853.1,853.125,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7778,"(853.175,853.2]",853.175,853.2,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7779,"(853.275,853.3]",853.275,853.3,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
7780,"(853.475,853.5]",853.475,853.5,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
7781,"(853.5,853.525]",853.5,853.525,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7782,"(853.575,853.6]",853.575,853.6,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7783,"(853.675,853.7]",853.675,853.7,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7784,"(853.775,853.8]",853.775,853.8,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
7785,"(853.875,853.9]",853.875,853.9,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
7786,"(853.975,854]",853.975,854,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7787,"(854.075,854.1]",854.075,854.1,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7788,"(854.175,854.2]",854.175,854.2,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7789,"(854.275,854.3]",854.275,854.3,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7790,"(854.375,854.4]",854.375,854.4,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7791,"(854.475,854.5]",854.475,854.5,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7792,"(854.5,854.525]",854.5,854.525,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7793,"(854.575,854.6]",854.575,854.6,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7794,"(854.675,854.7]",854.675,854.7,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7795,"(854.775,854.8]",854.775,854.8,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7796,"(854.875,854.9]",854.875,854.9,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7797,"(854.975,855]",854.975,855,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
7798,"(855,855.025]",855,855.025,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7799,"(855.075,855.1]",855.075,855.1,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7800,"(855.175,855.2]",855.175,855.2,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
7801,"(855.275,855.3]",855.275,855.3,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
7802,"(855.375,855.4]",855.375,855.4,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7803,"(855.575,855.6]",855.575,855.6,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7804,"(855.6,855.625]",855.6,855.625,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7805,"(855.675,855.7]",855.675,855.7,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7806,"(855.775,855.8]",855.775,855.8,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7807,"(855.875,855.9]",855.875,855.9,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7808,"(855.975,856]",855.975,856,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7809,"(856,856.025]",856,856.025,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7810,"(856.075,856.1]",856.075,856.1,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7811,"(856.1,856.125]",856.1,856.125,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7812,"(856.175,856.2]",856.175,856.2,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7813,"(856.275,856.3]",856.275,856.3,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7814,"(856.375,856.4]",856.375,856.4,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7815,"(856.475,856.5]",856.475,856.5,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7816,"(856.6,856.625]",856.6,856.625,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7817,"(856.675,856.7]",856.675,856.7,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7818,"(856.775,856.8]",856.775,856.8,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7819,"(856.875,856.9]",856.875,856.9,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7820,"(856.975,857]",856.975,857,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7821,"(857.075,857.1]",857.075,857.1,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7822,"(857.1,857.125]",857.1,857.125,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7823,"(857.175,857.2]",857.175,857.2,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7824,"(857.275,857.3]",857.275,857.3,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7825,"(857.375,857.4]",857.375,857.4,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
7826,"(857.475,857.5]",857.475,857.5,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7827,"(857.5,857.525]",857.5,857.525,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7828,"(857.575,857.6]",857.575,857.6,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7829,"(857.675,857.7]",857.675,857.7,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7830,"(857.775,857.8]",857.775,857.8,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
7831,"(857.875,857.9]",857.875,857.9,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
7832,"(857.975,858]",857.975,858,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7833,"(858.075,858.1]",858.075,858.1,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
7834,"(858.175,858.2]",858.175,858.2,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7835,"(858.275,858.3]",858.275,858.3,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
7836,"(858.375,858.4]",858.375,858.4,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
7837,"(858.575,858.6]",858.575,858.6,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7838,"(858.6,858.625]",858.6,858.625,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7839,"(858.675,858.7]",858.675,858.7,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7840,"(858.775,858.8]",858.775,858.8,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7841,"(858.975,859]",858.975,859,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
7842,"(859.075,859.1]",859.075,859.1,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
7843,"(859.175,859.2]",859.175,859.2,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7844,"(859.275,859.3]",859.275,859.3,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7845,"(859.375,859.4]",859.375,859.4,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
7846,"(859.475,859.5]",859.475,859.5,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7847,"(859.575,859.6]",859.575,859.6,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
7848,"(859.6,859.625]",859.6,859.625,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7849,"(859.675,859.7]",859.675,859.7,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7850,"(859.775,859.8]",859.775,859.8,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7851,"(859.875,859.9]",859.875,859.9,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7852,"(859.975,860]",859.975,860,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7853,"(860,860.025]",860,860.025,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7854,"(860.075,860.1]",860.075,860.1,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7855,"(860.175,860.2]",860.175,860.2,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
7856,"(860.375,860.4]",860.375,860.4,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
7857,"(860.475,860.5]",860.475,860.5,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7858,"(860.5,860.525]",860.5,860.525,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7859,"(860.575,860.6]",860.575,860.6,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
7860,"(860.675,860.7]",860.675,860.7,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
7861,"(860.775,860.8]",860.775,860.8,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
7862,"(860.875,860.9]",860.875,860.9,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7863,"(860.975,861]",860.975,861,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7864,"(861.075,861.1]",861.075,861.1,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7865,"(861.175,861.2]",861.175,861.2,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
7866,"(861.275,861.3]",861.275,861.3,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7867,"(861.375,861.4]",861.375,861.4,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7868,"(861.5,861.525]",861.5,861.525,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
7869,"(861.575,861.6]",861.575,861.6,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7870,"(861.675,861.7]",861.675,861.7,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
7871,"(861.775,861.8]",861.775,861.8,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
7872,"(861.875,861.9]",861.875,861.9,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7873,"(861.975,862]",861.975,862,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
7874,"(862.075,862.1]",862.075,862.1,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
