n_bin,bin,bin_from,bin_to,bin_size,variable,ppt_djf,ppt_jja,variable_metric,metric
88,"(213.775,213.8]",213.775,213.8,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
89,"(213.875,213.9]",213.875,213.9,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
90,"(213.9,213.925]",213.9,213.925,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
91,"(213.975,214]",213.975,214,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
92,"(214,214.025]",214,214.025,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
93,"(214.075,214.1]",214.075,214.1,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
94,"(214.175,214.2]",214.175,214.2,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
95,"(214.275,214.3]",214.275,214.3,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
96,"(214.375,214.4]",214.375,214.4,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
97,"(214.475,214.5]",214.475,214.5,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
98,"(214.5,214.525]",214.5,214.525,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
99,"(214.575,214.6]",214.575,214.6,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
100,"(214.675,214.7]",214.675,214.7,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
101,"(214.775,214.8]",214.775,214.8,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
102,"(214.875,214.9]",214.875,214.9,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
103,"(214.9,214.925]",214.9,214.925,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
104,"(214.975,215]",214.975,215,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
105,"(215.075,215.1]",215.075,215.1,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
106,"(215.175,215.2]",215.175,215.2,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
107,"(215.275,215.3]",215.275,215.3,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
108,"(215.375,215.4]",215.375,215.4,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
109,"(215.4,215.425]",215.4,215.425,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
110,"(215.475,215.5]",215.475,215.5,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
111,"(215.5,215.525]",215.5,215.525,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
112,"(215.575,215.6]",215.575,215.6,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
113,"(215.675,215.7]",215.675,215.7,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
114,"(215.775,215.8]",215.775,215.8,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
115,"(215.875,215.9]",215.875,215.9,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
116,"(215.9,215.925]",215.9,215.925,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
117,"(215.975,216]",215.975,216,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
118,"(216.075,216.1]",216.075,216.1,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
119,"(216.175,216.2]",216.175,216.2,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
120,"(216.275,216.3]",216.275,216.3,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
121,"(216.375,216.4]",216.375,216.4,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
122,"(216.475,216.5]",216.475,216.5,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
123,"(216.5,216.525]",216.5,216.525,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
124,"(216.575,216.6]",216.575,216.6,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
125,"(216.675,216.7]",216.675,216.7,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
126,"(216.775,216.8]",216.775,216.8,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
127,"(216.875,216.9]",216.875,216.9,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
128,"(216.975,217]",216.975,217,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
129,"(217,217.025]",217,217.025,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
130,"(217.075,217.1]",217.075,217.1,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
131,"(217.175,217.2]",217.175,217.2,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
132,"(217.275,217.3]",217.275,217.3,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
133,"(217.375,217.4]",217.375,217.4,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
134,"(217.4,217.425]",217.4,217.425,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
135,"(217.475,217.5]",217.475,217.5,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
136,"(217.575,217.6]",217.575,217.6,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
137,"(217.675,217.7]",217.675,217.7,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
138,"(217.775,217.8]",217.775,217.8,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
139,"(217.875,217.9]",217.875,217.9,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
140,"(217.9,217.925]",217.9,217.925,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
141,"(217.975,218]",217.975,218,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
142,"(218,218.025]",218,218.025,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
143,"(218.075,218.1]",218.075,218.1,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
144,"(218.175,218.2]",218.175,218.2,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
145,"(218.275,218.3]",218.275,218.3,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
146,"(218.375,218.4]",218.375,218.4,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
147,"(218.4,218.425]",218.4,218.425,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
148,"(218.475,218.5]",218.475,218.5,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
149,"(218.575,218.6]",218.575,218.6,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
150,"(218.675,218.7]",218.675,218.7,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
151,"(218.775,218.8]",218.775,218.8,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
152,"(218.875,218.9]",218.875,218.9,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
153,"(218.9,218.925]",218.9,218.925,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
154,"(218.975,219]",218.975,219,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
155,"(219.075,219.1]",219.075,219.1,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
156,"(219.175,219.2]",219.175,219.2,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
157,"(219.275,219.3]",219.275,219.3,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
158,"(219.375,219.4]",219.375,219.4,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
159,"(219.4,219.425]",219.4,219.425,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
160,"(219.475,219.5]",219.475,219.5,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
161,"(219.5,219.525]",219.5,219.525,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
162,"(219.575,219.6]",219.575,219.6,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
163,"(219.675,219.7]",219.675,219.7,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
164,"(219.775,219.8]",219.775,219.8,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
165,"(219.875,219.9]",219.875,219.9,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
166,"(219.9,219.925]",219.9,219.925,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
167,"(219.975,220]",219.975,220,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
168,"(220.075,220.1]",220.075,220.1,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
169,"(220.175,220.2]",220.175,220.2,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
170,"(220.275,220.3]",220.275,220.3,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
171,"(220.375,220.4]",220.375,220.4,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
172,"(220.4,220.425]",220.4,220.425,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
173,"(220.475,220.5]",220.475,220.5,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
174,"(220.5,220.525]",220.5,220.525,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
175,"(220.575,220.6]",220.575,220.6,0.025,ppt,1.2933124966319986e-4,0,ppt_djf,djf
176,"(220.675,220.7]",220.675,220.7,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
177,"(220.775,220.8]",220.775,220.8,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
178,"(220.875,220.9]",220.875,220.9,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
179,"(220.975,221]",220.975,221,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
180,"(221,221.025]",221,221.025,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
181,"(221.075,221.1]",221.075,221.1,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
182,"(221.175,221.2]",221.175,221.2,0.025,ppt,1.7244166621759982e-4,0,ppt_djf,djf
183,"(221.275,221.3]",221.275,221.3,0.025,ppt,1.4010885380179986e-4,0,ppt_djf,djf
184,"(221.375,221.4]",221.375,221.4,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
185,"(221.4,221.425]",221.4,221.425,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
186,"(221.475,221.5]",221.475,221.5,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
187,"(221.5,221.525]",221.5,221.525,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
188,"(221.575,221.6]",221.575,221.6,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
189,"(221.675,221.7]",221.675,221.7,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
190,"(221.775,221.8]",221.775,221.8,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
191,"(221.875,221.9]",221.875,221.9,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
192,"(221.9,221.925]",221.9,221.925,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
193,"(221.975,222]",221.975,222,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
194,"(222,222.025]",222,222.025,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
195,"(222.075,222.1]",222.075,222.1,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
196,"(222.175,222.2]",222.175,222.2,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
197,"(222.275,222.3]",222.275,222.3,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
198,"(222.375,222.4]",222.375,222.4,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
199,"(222.475,222.5]",222.475,222.5,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
200,"(222.5,222.525]",222.5,222.525,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
201,"(222.575,222.6]",222.575,222.6,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
202,"(222.675,222.7]",222.675,222.7,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
203,"(222.775,222.8]",222.775,222.8,0.025,ppt,1.6166406207899985e-4,0,ppt_djf,djf
204,"(222.875,222.9]",222.875,222.9,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
205,"(222.9,222.925]",222.9,222.925,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
206,"(222.975,223]",222.975,223,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
207,"(223.075,223.1]",223.075,223.1,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
208,"(223.175,223.2]",223.175,223.2,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
209,"(223.275,223.3]",223.275,223.3,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
210,"(223.375,223.4]",223.375,223.4,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
211,"(223.4,223.425]",223.4,223.425,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
212,"(223.475,223.5]",223.475,223.5,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
213,"(223.5,223.525]",223.5,223.525,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
214,"(223.575,223.6]",223.575,223.6,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
215,"(223.675,223.7]",223.675,223.7,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
216,"(223.775,223.8]",223.775,223.8,0.025,ppt,1.5088645794039985e-4,0,ppt_djf,djf
217,"(223.875,223.9]",223.875,223.9,0.025,ppt,1.1855364552459988e-4,0,ppt_djf,djf
218,"(223.9,223.925]",223.9,223.925,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
219,"(223.975,224]",223.975,224,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
220,"(224,224.025]",224,224.025,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
221,"(224.075,224.1]",224.075,224.1,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
222,"(224.175,224.2]",224.175,224.2,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
223,"(224.275,224.3]",224.275,224.3,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
224,"(224.375,224.4]",224.375,224.4,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
225,"(224.4,224.425]",224.4,224.425,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
226,"(224.475,224.5]",224.475,224.5,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
227,"(224.5,224.525]",224.5,224.525,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
228,"(224.575,224.6]",224.575,224.6,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
229,"(224.675,224.7]",224.675,224.7,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
230,"(224.775,224.8]",224.775,224.8,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
231,"(224.875,224.9]",224.875,224.9,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
232,"(224.9,224.925]",224.9,224.925,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
233,"(224.975,225]",224.975,225,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
234,"(225,225.025]",225,225.025,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
235,"(225.075,225.1]",225.075,225.1,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
236,"(225.175,225.2]",225.175,225.2,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
237,"(225.275,225.3]",225.275,225.3,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
238,"(225.375,225.4]",225.375,225.4,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
239,"(225.4,225.425]",225.4,225.425,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
240,"(225.475,225.5]",225.475,225.5,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
241,"(225.5,225.525]",225.5,225.525,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
242,"(225.575,225.6]",225.575,225.6,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
243,"(225.675,225.7]",225.675,225.7,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
244,"(225.775,225.8]",225.775,225.8,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
245,"(225.875,225.9]",225.875,225.9,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
246,"(225.9,225.925]",225.9,225.925,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
247,"(225.975,226]",225.975,226,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
248,"(226,226.025]",226,226.025,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
249,"(226.075,226.1]",226.075,226.1,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
250,"(226.175,226.2]",226.175,226.2,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
251,"(226.275,226.3]",226.275,226.3,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
252,"(226.375,226.4]",226.375,226.4,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
253,"(226.475,226.5]",226.475,226.5,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
254,"(226.5,226.525]",226.5,226.525,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
255,"(226.575,226.6]",226.575,226.6,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
256,"(226.675,226.7]",226.675,226.7,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
257,"(226.775,226.8]",226.775,226.8,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
258,"(226.875,226.9]",226.875,226.9,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
259,"(226.9,226.925]",226.9,226.925,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
260,"(226.975,227]",226.975,227,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
261,"(227,227.025]",227,227.025,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
262,"(227.075,227.1]",227.075,227.1,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
263,"(227.175,227.2]",227.175,227.2,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
264,"(227.275,227.3]",227.275,227.3,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
265,"(227.375,227.4]",227.375,227.4,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
266,"(227.475,227.5]",227.475,227.5,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
267,"(227.5,227.525]",227.5,227.525,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
268,"(227.575,227.6]",227.575,227.6,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
269,"(227.675,227.7]",227.675,227.7,0.025,ppt,1.077760413859999e-4,0,ppt_djf,djf
270,"(227.775,227.8]",227.775,227.8,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
271,"(227.875,227.9]",227.875,227.9,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
272,"(227.9,227.925]",227.9,227.925,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
273,"(227.975,228]",227.975,228,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
274,"(228.075,228.1]",228.075,228.1,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
275,"(228.175,228.2]",228.175,228.2,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
276,"(228.275,228.3]",228.275,228.3,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
277,"(228.375,228.4]",228.375,228.4,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
278,"(228.4,228.425]",228.4,228.425,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
279,"(228.475,228.5]",228.475,228.5,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
280,"(228.5,228.525]",228.5,228.525,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
281,"(228.575,228.6]",228.575,228.6,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
282,"(228.675,228.7]",228.675,228.7,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
283,"(228.775,228.8]",228.775,228.8,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
284,"(228.875,228.9]",228.875,228.9,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
285,"(228.975,229]",228.975,229,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
286,"(229,229.025]",229,229.025,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
287,"(229.075,229.1]",229.075,229.1,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
288,"(229.175,229.2]",229.175,229.2,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
289,"(229.275,229.3]",229.275,229.3,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
290,"(229.375,229.4]",229.375,229.4,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
291,"(229.4,229.425]",229.4,229.425,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
292,"(229.475,229.5]",229.475,229.5,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
293,"(229.5,229.525]",229.5,229.525,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
294,"(229.575,229.6]",229.575,229.6,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
295,"(229.675,229.7]",229.675,229.7,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
296,"(229.775,229.8]",229.775,229.8,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
297,"(229.875,229.9]",229.875,229.9,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
298,"(229.975,230]",229.975,230,0.025,ppt,8.622083310879991e-5,0,ppt_djf,djf
299,"(230.075,230.1]",230.075,230.1,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
300,"(230.175,230.2]",230.175,230.2,0.025,ppt,7.544322897019993e-5,0,ppt_djf,djf
301,"(230.275,230.3]",230.275,230.3,0.025,ppt,9.69984372473999e-5,0,ppt_djf,djf
302,"(230.375,230.4]",230.375,230.4,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
303,"(230.4,230.425]",230.4,230.425,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
304,"(230.475,230.5]",230.475,230.5,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
305,"(230.575,230.6]",230.575,230.6,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
306,"(230.675,230.7]",230.675,230.7,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
307,"(230.775,230.8]",230.775,230.8,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
308,"(230.875,230.9]",230.875,230.9,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
309,"(230.9,230.925]",230.9,230.925,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
310,"(230.975,231]",230.975,231,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
311,"(231.075,231.1]",231.075,231.1,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
312,"(231.175,231.2]",231.175,231.2,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
313,"(231.275,231.3]",231.275,231.3,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
314,"(231.375,231.4]",231.375,231.4,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
315,"(231.4,231.425]",231.4,231.425,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
316,"(231.475,231.5]",231.475,231.5,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
317,"(231.575,231.6]",231.575,231.6,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
318,"(231.675,231.7]",231.675,231.7,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
319,"(231.775,231.8]",231.775,231.8,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
320,"(231.875,231.9]",231.875,231.9,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
321,"(231.9,231.925]",231.9,231.925,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
322,"(231.975,232]",231.975,232,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
323,"(232.175,232.2]",232.175,232.2,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
324,"(232.275,232.3]",232.275,232.3,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
325,"(232.375,232.4]",232.375,232.4,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
326,"(232.475,232.5]",232.475,232.5,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
327,"(232.5,232.525]",232.5,232.525,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
328,"(232.575,232.6]",232.575,232.6,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
329,"(232.675,232.7]",232.675,232.7,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
330,"(232.775,232.8]",232.775,232.8,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
331,"(232.875,232.9]",232.875,232.9,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
332,"(232.9,232.925]",232.9,232.925,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
333,"(232.975,233]",232.975,233,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
334,"(233.075,233.1]",233.075,233.1,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
335,"(233.175,233.2]",233.175,233.2,0.025,ppt,6.466562483159993e-5,0,ppt_djf,djf
336,"(233.275,233.3]",233.275,233.3,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
337,"(233.375,233.4]",233.375,233.4,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
338,"(233.475,233.5]",233.475,233.5,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
339,"(233.5,233.525]",233.5,233.525,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
340,"(233.575,233.6]",233.575,233.6,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
341,"(233.675,233.7]",233.675,233.7,0.025,ppt,4.3110416554399954e-5,0,ppt_djf,djf
342,"(233.775,233.8]",233.775,233.8,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
343,"(233.875,233.9]",233.875,233.9,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
344,"(233.975,234]",233.975,234,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
345,"(234.075,234.1]",234.075,234.1,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
346,"(234.175,234.2]",234.175,234.2,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
347,"(234.275,234.3]",234.275,234.3,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
348,"(234.375,234.4]",234.375,234.4,0.025,ppt,3.2332812415799966e-5,0,ppt_djf,djf
349,"(234.575,234.6]",234.575,234.6,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
350,"(234.675,234.7]",234.675,234.7,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
351,"(234.775,234.8]",234.775,234.8,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
352,"(234.875,234.9]",234.875,234.9,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
353,"(234.975,235]",234.975,235,0.025,ppt,2.1555208277199977e-5,0,ppt_djf,djf
354,"(235,235.025]",235,235.025,0.025,ppt,1.0777604138599989e-5,0,ppt_djf,djf
355,"(235.075,235.1]",235.075,235.1,0.025,ppt,5.388802069299995e-5,0,ppt_djf,djf
