n_bin,bin,bin_from,bin_to,bin_size,variable,rnr_avg,variable_metric,metric
17398,"(328.58,328.6]",328.58,328.6,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
17399,"(328.62,328.65]",328.62,328.65,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17400,"(328.67,328.7]",328.67,328.7,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17401,"(328.73,328.75]",328.73,328.75,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17402,"(328.75,328.78]",328.75,328.78,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17403,"(328.78,328.8]",328.78,328.8,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17404,"(328.83,328.85]",328.83,328.85,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
17405,"(328.85,328.88]",328.85,328.88,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17406,"(328.88,328.9]",328.88,328.9,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17407,"(328.92,328.95]",328.92,328.95,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17408,"(329,329.03]",329,329.03,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17409,"(329.05,329.08]",329.05,329.08,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17410,"(329.08,329.1]",329.08,329.1,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17411,"(329.12,329.15]",329.12,329.15,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17412,"(329.17,329.2]",329.17,329.2,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17413,"(329.2,329.23]",329.2,329.23,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17414,"(329.23,329.25]",329.23,329.25,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17415,"(329.28,329.3]",329.28,329.3,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17416,"(329.3,329.33]",329.3,329.33,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17417,"(329.33,329.35]",329.33,329.35,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17418,"(329.38,329.4]",329.38,329.4,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17419,"(329.4,329.42]",329.4,329.42,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17420,"(329.55,329.58]",329.55,329.58,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17421,"(329.58,329.6]",329.58,329.6,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17422,"(329.67,329.7]",329.67,329.7,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
17423,"(329.7,329.73]",329.7,329.73,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17424,"(329.75,329.78]",329.75,329.78,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17425,"(329.78,329.8]",329.78,329.8,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17426,"(329.83,329.85]",329.83,329.85,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17427,"(329.9,329.92]",329.9,329.92,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17428,"(329.95,329.98]",329.95,329.98,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17429,"(329.98,330]",329.98,330,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17430,"(330,330.03]",330,330.03,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17431,"(330.03,330.05]",330.03,330.05,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17432,"(330.1,330.12]",330.1,330.12,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17433,"(330.12,330.15]",330.12,330.15,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17434,"(330.15,330.17]",330.15,330.17,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17435,"(330.25,330.28]",330.25,330.28,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17436,"(330.3,330.33]",330.3,330.33,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17437,"(330.33,330.35]",330.33,330.35,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17438,"(330.38,330.4]",330.38,330.4,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17439,"(330.4,330.42]",330.4,330.42,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17440,"(330.42,330.45]",330.42,330.45,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17441,"(330.45,330.48]",330.45,330.48,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17442,"(330.48,330.5]",330.48,330.5,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17443,"(330.53,330.55]",330.53,330.55,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17444,"(330.6,330.62]",330.6,330.62,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17445,"(330.62,330.65]",330.62,330.65,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17446,"(330.7,330.73]",330.7,330.73,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17447,"(330.73,330.75]",330.73,330.75,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17448,"(330.75,330.78]",330.75,330.78,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17449,"(330.78,330.8]",330.78,330.8,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17450,"(330.85,330.88]",330.85,330.88,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17451,"(330.88,330.9]",330.88,330.9,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17452,"(330.9,330.92]",330.9,330.92,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17453,"(330.95,330.98]",330.95,330.98,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17454,"(330.98,331]",330.98,331,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17455,"(331.03,331.05]",331.03,331.05,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17456,"(331.1,331.12]",331.1,331.12,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17457,"(331.17,331.2]",331.17,331.2,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17458,"(331.25,331.28]",331.25,331.28,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17459,"(331.28,331.3]",331.28,331.3,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17460,"(331.3,331.33]",331.3,331.33,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17461,"(331.38,331.4]",331.38,331.4,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17462,"(331.4,331.42]",331.4,331.42,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17463,"(331.48,331.5]",331.48,331.5,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17464,"(331.53,331.55]",331.53,331.55,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17465,"(331.55,331.58]",331.55,331.58,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17466,"(331.58,331.6]",331.58,331.6,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17467,"(331.65,331.67]",331.65,331.67,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17468,"(331.7,331.73]",331.7,331.73,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17469,"(331.73,331.75]",331.73,331.75,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17470,"(331.75,331.78]",331.75,331.78,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17471,"(331.9,331.92]",331.9,331.92,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17472,"(331.92,331.95]",331.92,331.95,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
17473,"(332,332.03]",332,332.03,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17474,"(332.17,332.2]",332.17,332.2,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17475,"(332.3,332.33]",332.3,332.33,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17476,"(332.38,332.4]",332.38,332.4,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17477,"(332.48,332.5]",332.48,332.5,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17478,"(332.5,332.53]",332.5,332.53,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17479,"(332.7,332.73]",332.7,332.73,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17480,"(332.73,332.75]",332.73,332.75,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17481,"(332.78,332.8]",332.78,332.8,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17482,"(332.92,332.95]",332.92,332.95,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17483,"(333,333.03]",333,333.03,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17484,"(333.05,333.08]",333.05,333.08,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
17485,"(333.1,333.12]",333.1,333.12,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17486,"(333.15,333.17]",333.15,333.17,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17487,"(333.17,333.2]",333.17,333.2,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17488,"(333.28,333.3]",333.28,333.3,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17489,"(333.33,333.35]",333.33,333.35,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
17490,"(333.35,333.38]",333.35,333.38,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17491,"(333.5,333.53]",333.5,333.53,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17492,"(333.53,333.55]",333.53,333.55,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17493,"(333.55,333.58]",333.55,333.58,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17494,"(333.65,333.67]",333.65,333.67,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17495,"(333.7,333.73]",333.7,333.73,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17496,"(333.73,333.75]",333.73,333.75,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17497,"(333.75,333.78]",333.75,333.78,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17498,"(333.8,333.83]",333.8,333.83,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17499,"(333.88,333.9]",333.88,333.9,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17500,"(333.9,333.92]",333.9,333.92,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17501,"(333.92,333.95]",333.92,333.95,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
17502,"(334.03,334.05]",334.03,334.05,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17503,"(334.05,334.08]",334.05,334.08,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17504,"(334.08,334.1]",334.08,334.1,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17505,"(334.1,334.12]",334.1,334.12,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17506,"(334.2,334.23]",334.2,334.23,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17507,"(334.28,334.3]",334.28,334.3,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17508,"(334.3,334.33]",334.3,334.33,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17509,"(334.35,334.38]",334.35,334.38,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17510,"(334.4,334.42]",334.4,334.42,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17511,"(334.45,334.48]",334.45,334.48,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17512,"(334.5,334.53]",334.5,334.53,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17513,"(334.55,334.58]",334.55,334.58,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17514,"(334.58,334.6]",334.58,334.6,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17515,"(334.6,334.62]",334.6,334.62,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17516,"(334.62,334.65]",334.62,334.65,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17517,"(334.65,334.67]",334.65,334.67,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17518,"(334.67,334.7]",334.67,334.7,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17519,"(334.7,334.73]",334.7,334.73,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17520,"(334.75,334.78]",334.75,334.78,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17521,"(334.8,334.83]",334.8,334.83,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17522,"(334.83,334.85]",334.83,334.85,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17523,"(334.85,334.88]",334.85,334.88,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17524,"(334.9,334.92]",334.9,334.92,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17525,"(334.92,334.95]",334.92,334.95,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17526,"(334.98,335]",334.98,335,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17527,"(335,335.03]",335,335.03,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
17528,"(335.03,335.05]",335.03,335.05,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17529,"(335.25,335.28]",335.25,335.28,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17530,"(335.28,335.3]",335.28,335.3,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17531,"(335.3,335.33]",335.3,335.33,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17532,"(335.33,335.35]",335.33,335.35,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17533,"(335.38,335.4]",335.38,335.4,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17534,"(335.42,335.45]",335.42,335.45,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17535,"(335.48,335.5]",335.48,335.5,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17536,"(335.5,335.53]",335.5,335.53,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17537,"(335.55,335.58]",335.55,335.58,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
17538,"(335.62,335.65]",335.62,335.65,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17539,"(335.67,335.7]",335.67,335.7,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
17540,"(335.78,335.8]",335.78,335.8,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17541,"(335.8,335.83]",335.8,335.83,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17542,"(335.85,335.88]",335.85,335.88,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17543,"(335.88,335.9]",335.88,335.9,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17544,"(335.9,335.92]",335.9,335.92,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17545,"(336,336.03]",336,336.03,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17546,"(336.03,336.05]",336.03,336.05,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17547,"(336.17,336.2]",336.17,336.2,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17548,"(336.2,336.23]",336.2,336.23,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17549,"(336.25,336.28]",336.25,336.28,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17550,"(336.3,336.33]",336.3,336.33,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17551,"(336.33,336.35]",336.33,336.35,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17552,"(336.35,336.38]",336.35,336.38,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17553,"(336.4,336.42]",336.4,336.42,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17554,"(336.48,336.5]",336.48,336.5,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17555,"(336.53,336.55]",336.53,336.55,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17556,"(336.58,336.6]",336.58,336.6,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17557,"(336.65,336.67]",336.65,336.67,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17558,"(336.78,336.8]",336.78,336.8,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17559,"(336.88,336.9]",336.88,336.9,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17560,"(336.92,336.95]",336.92,336.95,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17561,"(337.05,337.08]",337.05,337.08,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17562,"(337.15,337.17]",337.15,337.17,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17563,"(337.2,337.23]",337.2,337.23,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17564,"(337.23,337.25]",337.23,337.25,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17565,"(337.25,337.28]",337.25,337.28,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17566,"(337.28,337.3]",337.28,337.3,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17567,"(337.3,337.33]",337.3,337.33,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17568,"(337.33,337.35]",337.33,337.35,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17569,"(337.38,337.4]",337.38,337.4,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17570,"(337.48,337.5]",337.48,337.5,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17571,"(337.5,337.53]",337.5,337.53,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17572,"(337.58,337.6]",337.58,337.6,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17573,"(337.7,337.73]",337.7,337.73,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17574,"(337.83,337.85]",337.83,337.85,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17575,"(337.85,337.88]",337.85,337.88,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17576,"(337.9,337.92]",337.9,337.92,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17577,"(338,338.03]",338,338.03,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17578,"(338.12,338.15]",338.12,338.15,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17579,"(338.15,338.17]",338.15,338.17,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17580,"(338.23,338.25]",338.23,338.25,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17581,"(338.28,338.3]",338.28,338.3,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17582,"(338.3,338.33]",338.3,338.33,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17583,"(338.42,338.45]",338.42,338.45,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17584,"(338.45,338.48]",338.45,338.48,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17585,"(338.48,338.5]",338.48,338.5,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17586,"(338.5,338.53]",338.5,338.53,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17587,"(338.53,338.55]",338.53,338.55,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17588,"(338.58,338.6]",338.58,338.6,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17589,"(338.6,338.62]",338.6,338.62,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
17590,"(338.83,338.85]",338.83,338.85,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17591,"(339,339.03]",339,339.03,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17592,"(339.08,339.1]",339.08,339.1,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17593,"(339.1,339.12]",339.1,339.12,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17594,"(339.15,339.17]",339.15,339.17,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
17595,"(339.17,339.2]",339.17,339.2,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17596,"(339.23,339.25]",339.23,339.25,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17597,"(339.3,339.33]",339.3,339.33,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17598,"(339.33,339.35]",339.33,339.35,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17599,"(339.38,339.4]",339.38,339.4,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17600,"(339.4,339.42]",339.4,339.42,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17601,"(339.42,339.45]",339.42,339.45,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17602,"(339.48,339.5]",339.48,339.5,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17603,"(339.53,339.55]",339.53,339.55,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17604,"(339.65,339.67]",339.65,339.67,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17605,"(339.67,339.7]",339.67,339.7,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17606,"(339.7,339.73]",339.7,339.73,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17607,"(339.83,339.85]",339.83,339.85,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17608,"(339.9,339.92]",339.9,339.92,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17609,"(339.92,339.95]",339.92,339.95,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17610,"(339.98,340]",339.98,340,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17611,"(340,340.03]",340,340.03,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17612,"(340.05,340.08]",340.05,340.08,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17613,"(340.15,340.17]",340.15,340.17,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17614,"(340.17,340.2]",340.17,340.2,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17615,"(340.2,340.23]",340.2,340.23,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17616,"(340.28,340.3]",340.28,340.3,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17617,"(340.38,340.4]",340.38,340.4,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17618,"(340.42,340.45]",340.42,340.45,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17619,"(340.45,340.48]",340.45,340.48,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17620,"(340.53,340.55]",340.53,340.55,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17621,"(340.62,340.65]",340.62,340.65,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17622,"(340.65,340.67]",340.65,340.67,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17623,"(340.67,340.7]",340.67,340.7,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17624,"(340.75,340.78]",340.75,340.78,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17625,"(340.78,340.8]",340.78,340.8,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17626,"(340.88,340.9]",340.88,340.9,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17627,"(340.92,340.95]",340.92,340.95,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17628,"(340.98,341]",340.98,341,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17629,"(341.03,341.05]",341.03,341.05,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17630,"(341.1,341.12]",341.1,341.12,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17631,"(341.17,341.2]",341.17,341.2,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17632,"(341.23,341.25]",341.23,341.25,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17633,"(341.28,341.3]",341.28,341.3,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17634,"(341.3,341.33]",341.3,341.33,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17635,"(341.33,341.35]",341.33,341.35,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17636,"(341.38,341.4]",341.38,341.4,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17637,"(341.42,341.45]",341.42,341.45,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17638,"(341.5,341.53]",341.5,341.53,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17639,"(341.67,341.7]",341.67,341.7,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17640,"(341.7,341.73]",341.7,341.73,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17641,"(341.73,341.75]",341.73,341.75,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17642,"(341.8,341.83]",341.8,341.83,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17643,"(341.95,341.98]",341.95,341.98,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17644,"(341.98,342]",341.98,342,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17645,"(342.17,342.2]",342.17,342.2,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17646,"(342.2,342.23]",342.2,342.23,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17647,"(342.25,342.28]",342.25,342.28,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17648,"(342.28,342.3]",342.28,342.3,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17649,"(342.35,342.38]",342.35,342.38,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17650,"(342.42,342.45]",342.42,342.45,0.025,rnr,4.3110416554399954e-5,rnr_avg,avg
17651,"(342.45,342.48]",342.45,342.48,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17652,"(342.65,342.67]",342.65,342.67,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17653,"(342.73,342.75]",342.73,342.75,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17654,"(342.83,342.85]",342.83,342.85,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17655,"(342.98,343]",342.98,343,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17656,"(343,343.03]",343,343.03,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17657,"(343.12,343.15]",343.12,343.15,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17658,"(343.17,343.2]",343.17,343.2,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17659,"(343.25,343.28]",343.25,343.28,0.025,rnr,3.2332812415799966e-5,rnr_avg,avg
17660,"(343.3,343.33]",343.3,343.33,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17661,"(343.4,343.42]",343.4,343.42,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17662,"(343.58,343.6]",343.58,343.6,0.025,rnr,2.1555208277199977e-5,rnr_avg,avg
17663,"(343.62,343.65]",343.62,343.65,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17664,"(343.7,343.73]",343.7,343.73,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17665,"(343.75,343.78]",343.75,343.78,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
17666,"(343.8,343.83]",343.8,343.83,0.025,rnr,1.0777604138599989e-5,rnr_avg,avg
